loss,accuracy,lr
0.7976586222648621,0.5064935088157654,0.0010000000474974513
0.49994248151779175,0.7922077775001526,0.0010000000474974513
0.3989770710468292,0.8571428656578064,0.0010000000474974513
0.4321613907814026,0.7922077775001526,0.0010000000474974513
0.4026878774166107,0.8441558480262756,0.0010000000474974513
0.3932046890258789,0.8311688303947449,0.0010000000474974513
0.3451962471008301,0.8701298832893372,0.0010000000474974513
0.3315429389476776,0.8831169009208679,0.0010000000474974513
0.32612478733062744,0.8571428656578064,0.0010000000474974513
0.29516586661338806,0.8571428656578064,0.0010000000474974513
0.2710779011249542,0.9090909361839294,0.0010000000474974513
0.30610305070877075,0.8831169009208679,0.0010000000474974513
0.2640449106693268,0.9090909361839294,0.0010000000474974513
0.26484668254852295,0.8831169009208679,0.0010000000474974513
0.2575363516807556,0.8961039185523987,0.0010000000474974513
0.34463685750961304,0.8571428656578064,0.0010000000474974513
0.25762081146240234,0.9220778942108154,0.0010000000474974513
0.4084174633026123,0.8181818127632141,0.0010000000474974513
0.3937879502773285,0.8441558480262756,0.0010000000474974513
0.24833981692790985,0.948051929473877,0.0010000000474974513
0.263677179813385,0.8961039185523987,0.0010000000474974513
0.2007579505443573,0.948051929473877,0.0010000000474974513
0.20471934974193573,0.9090909361839294,0.0010000000474974513
0.23438869416713715,0.8831169009208679,0.0010000000474974513
0.21038639545440674,0.9090909361839294,0.0010000000474974513
0.22956043481826782,0.9090909361839294,0.0010000000474974513
0.15831279754638672,0.9610389471054077,0.0010000000474974513
0.19049091637134552,0.948051929473877,0.0010000000474974513
0.20790152251720428,0.9610389471054077,0.0010000000474974513
0.22396521270275116,0.9220778942108154,0.0010000000474974513
0.1552276313304901,0.9740259647369385,0.0010000000474974513
0.13884146511554718,0.9610389471054077,0.0010000000474974513
0.15138567984104156,0.948051929473877,0.0010000000474974513
0.12202062457799911,0.9740259647369385,0.0010000000474974513
0.12733621895313263,0.948051929473877,0.0010000000474974513
0.132874995470047,0.9740259647369385,0.0010000000474974513
0.11084280163049698,0.9870129823684692,0.0010000000474974513
0.1419476866722107,0.9350649118423462,0.0010000000474974513
0.14025095105171204,0.9350649118423462,0.0010000000474974513
0.1296093612909317,0.948051929473877,0.0010000000474974513
0.0872863307595253,1.0,0.0010000000474974513
0.0991053432226181,0.9740259647369385,0.0010000000474974513
0.10017430782318115,0.9870129823684692,0.0010000000474974513
0.2017551213502884,0.9350649118423462,0.0010000000474974513
0.10344943404197693,0.9740259647369385,0.0010000000474974513
0.2669004499912262,0.8961039185523987,0.0010000000474974513
0.2211158126592636,0.9220778942108154,0.0010000000474974513
0.2552163302898407,0.8701298832893372,0.0010000000474974513
0.26561757922172546,0.8571428656578064,0.0010000000474974513
0.17022466659545898,0.9610389471054077,0.0010000000474974513
0.20573259890079498,0.9220778942108154,0.0010000000474974513
0.20031078159809113,0.8961039185523987,0.0010000000474974513
0.16694262623786926,0.9350649118423462,0.0010000000474974513
0.1774347424507141,0.9740259647369385,0.0010000000474974513
0.12056593596935272,0.9740259647369385,0.0010000000474974513
0.14364737272262573,0.9740259647369385,0.0010000000474974513
0.13085013628005981,0.9740259647369385,0.0010000000474974513
0.10808621346950531,0.9610389471054077,0.0010000000474974513
0.21943852305412292,0.9090909361839294,0.0010000000474974513
0.11648492515087128,0.9610389471054077,0.0010000000474974513
0.17043161392211914,0.9350649118423462,0.0010000000474974513
0.15310528874397278,0.9350649118423462,0.0010000000474974513
0.11168799549341202,0.9870129823684692,0.0010000000474974513
0.11901389807462692,0.9870129823684692,0.0010000000474974513
0.1141311377286911,0.9870129823684692,0.0010000000474974513
0.08006556332111359,1.0,0.0010000000474974513
0.10009601712226868,0.9870129823684692,0.0010000000474974513
0.09619922190904617,0.9740259647369385,0.0010000000474974513
0.07603203505277634,1.0,0.0010000000474974513
0.08125809580087662,0.9870129823684692,0.0010000000474974513
0.07082412391901016,0.9870129823684692,0.0010000000474974513
0.060867395251989365,0.9870129823684692,0.0010000000474974513
0.07357323914766312,0.9870129823684692,0.0010000000474974513
0.06448840349912643,0.9870129823684692,0.0010000000474974513
0.055837370455265045,1.0,0.0010000000474974513
0.08535082638263702,0.9740259647369385,0.0010000000474974513
0.042897630482912064,1.0,0.0010000000474974513
0.06681408733129501,0.9870129823684692,0.0010000000474974513
0.08101296424865723,0.9870129823684692,0.0010000000474974513
0.1258787363767624,0.948051929473877,0.0010000000474974513
0.08278115093708038,0.9740259647369385,0.0010000000474974513
0.05156213417649269,1.0,0.0010000000474974513
0.04899558052420616,1.0,0.0010000000474974513
0.03948461264371872,1.0,0.0010000000474974513
0.03205471113324165,1.0,0.0010000000474974513
0.03264370188117027,1.0,0.0010000000474974513
0.04928777739405632,0.9870129823684692,0.0010000000474974513
0.04182783514261246,0.9870129823684692,0.0010000000474974513
0.03790878877043724,1.0,0.0010000000474974513
0.039762504398822784,1.0,0.0010000000474974513
0.030691517516970634,1.0,0.0010000000474974513
0.06748049706220627,0.9870129823684692,0.0010000000474974513
0.019090699031949043,1.0,0.0010000000474974513
0.04682488366961479,0.9870129823684692,0.0010000000474974513
0.043429914861917496,1.0,0.0010000000474974513
0.05782170221209526,1.0,0.0010000000474974513
0.0419977530837059,1.0,0.0010000000474974513
0.026224495843052864,1.0,0.0010000000474974513
0.03898841515183449,1.0,0.0010000000474974513
0.03781314194202423,1.0,0.0010000000474974513
0.04143634811043739,0.9870129823684692,0.0010000000474974513
0.02443837746977806,1.0,0.0010000000474974513
0.02418464794754982,1.0,0.0010000000474974513
0.03882941976189613,1.0,0.0010000000474974513
0.02879888005554676,1.0,0.0010000000474974513
0.026587365195155144,1.0,0.0010000000474974513
0.02027268521487713,1.0,0.0010000000474974513
0.0768364891409874,0.9870129823684692,0.0010000000474974513
0.026263507083058357,1.0,0.0010000000474974513
0.03638090193271637,1.0,0.0010000000474974513
0.051783476024866104,1.0,0.0010000000474974513
0.05518602952361107,0.9870129823684692,0.0010000000474974513
0.05991986393928528,0.9870129823684692,0.0010000000474974513
0.046088654547929764,0.9870129823684692,0.0010000000474974513
0.03041858784854412,1.0,0.0010000000474974513
0.025697482749819756,1.0,0.0010000000474974513
0.025330035015940666,1.0,0.0010000000474974513
0.023854011669754982,1.0,0.0010000000474974513
0.05232803523540497,1.0,0.0010000000474974513
0.025807969272136688,1.0,0.0010000000474974513
0.035620566457509995,1.0,0.0010000000474974513
0.02923896163702011,1.0,0.0010000000474974513
0.02508009597659111,1.0,0.0010000000474974513
0.020097164437174797,1.0,0.0010000000474974513
