loss,accuracy,lr
3.6874003410339355,0.07333333045244217,0.0010000000474974513
2.2218427658081055,0.4933333396911621,0.0010000000474974513
1.5336183309555054,0.7866666913032532,0.0010000000474974513
1.058454155921936,0.9733333587646484,0.0010000000474974513
0.7777639031410217,0.9866666793823242,0.0010000000474974513
0.5530116558074951,0.9933333396911621,0.0010000000474974513
0.4071568548679352,1.0,0.0010000000474974513
0.2893133759498596,1.0,0.0010000000474974513
0.21782425045967102,1.0,0.0010000000474974513
0.155755415558815,1.0,0.0010000000474974513
0.1251518875360489,1.0,0.0010000000474974513
0.09830374270677567,1.0,0.0010000000474974513
0.07899077236652374,1.0,0.0010000000474974513
0.06657885015010834,1.0,0.0010000000474974513
0.05610152706503868,1.0,0.0010000000474974513
0.04824037477374077,1.0,0.0010000000474974513
0.0411178395152092,1.0,0.0010000000474974513
0.03925412520766258,1.0,0.0010000000474974513
0.03362466022372246,1.0,0.0010000000474974513
0.029310226440429688,1.0,0.0010000000474974513
0.02802041918039322,1.0,0.0010000000474974513
0.025062644854187965,1.0,0.0010000000474974513
0.02339104749262333,1.0,0.0010000000474974513
0.02168317884206772,1.0,0.0010000000474974513
0.02021654136478901,1.0,0.0010000000474974513
0.020489178597927094,1.0,0.0010000000474974513
0.018016807734966278,1.0,0.0010000000474974513
0.01663942076265812,1.0,0.0010000000474974513
0.016109080985188484,1.0,0.0010000000474974513
0.014942938461899757,1.0,0.0010000000474974513
0.013930676504969597,1.0,0.0010000000474974513
0.012761757709085941,1.0,0.0010000000474974513
0.013210461474955082,1.0,0.0010000000474974513
0.011789110489189625,1.0,0.0010000000474974513
0.011151935905218124,1.0,0.0010000000474974513
0.010585000738501549,1.0,0.0010000000474974513
0.01045496016740799,1.0,0.0010000000474974513
0.009665201418101788,1.0,0.0010000000474974513
0.009715664200484753,1.0,0.0010000000474974513
0.0087088318541646,1.0,0.0010000000474974513
0.009147269651293755,1.0,0.0010000000474974513
0.010342440567910671,1.0,0.0010000000474974513
0.0088157644495368,1.0,0.0010000000474974513
0.008199424482882023,1.0,0.0010000000474974513
0.008710045367479324,1.0,0.0010000000474974513
0.007685170043259859,1.0,0.0010000000474974513
0.007334570866078138,1.0,0.0010000000474974513
0.007419229485094547,1.0,0.0010000000474974513
0.008719363249838352,1.0,0.0010000000474974513
0.006570619065314531,1.0,0.0010000000474974513
0.006451898254454136,1.0,0.0010000000474974513
0.006177845876663923,1.0,0.0010000000474974513
0.006730172783136368,1.0,0.0010000000474974513
0.006490879692137241,1.0,0.0010000000474974513
